CNA_index	seg_index	subclone_ID	phase	change
0	0	1	A	-1
1	7	2	B	-1
2	18	2	B	1
3	5	4	A	2
4	4	4	B	1
5	18	5	B	1
6	1	7	A	-1
7	5	7	B	-1
8	17	7	B	2
9	18	8	B	1
10	15	9	A	-1
11	1	9	B	2
12	2	10	B	1
13	15	11	A	-1
14	18	11	A	1
15	0	11	B	1
16	12	11	B	1
17	3	12	A	1
18	14	12	A	-1
19	8	12	B	-1
20	11	12	B	-1
21	3	13	A	3
22	4	13	A	1
23	2	13	B	1
24	6	14	B	-1
25	18	14	B	1
26	10	15	B	2
27	18	16	A	1
28	4	17	A	2
29	8	17	B	-1
30	14	17	B	-1
31	17	18	B	1
32	13	19	A	1
33	13	19	B	1
34	18	19	B	2
35	7	20	A	1
36	13	20	A	1
37	0	20	B	1
38	1	20	B	3
39	6	20	B	-1
