CNA_index	seg_index	subclone_ID	phase	change
0	23	1	A	1
1	17	3	A	-1
2	18	3	A	1
3	32	3	B	1
4	19	4	B	1
5	16	5	A	1
6	23	5	A	1
7	34	5	A	2
8	26	5	B	1
9	0	6	B	1
10	30	7	A	-1
11	2	9	A	1
12	6	9	A	1
13	30	10	B	1
14	32	10	B	1
15	35	10	B	1
16	13	11	A	1
17	32	11	A	-1
18	30	11	B	1
19	38	11	B	1
20	2	12	A	3
21	13	13	B	-1
22	32	13	B	1
23	39	14	A	1
24	0	15	A	1
25	27	15	A	1
26	32	15	A	-1
27	3	16	A	1
28	12	16	A	2
29	13	16	A	1
30	28	16	A	1
31	2	16	B	1
32	24	17	A	-1
33	3	17	B	-1
34	13	17	B	-1
35	28	17	B	1
36	30	17	B	1
37	3	18	A	1
38	16	18	A	1
39	16	20	A	2
