CNA_index	seg_index	subclone_ID	phase	change
0	5	1	B	2
1	16	1	B	-1
2	19	2	B	1
3	19	3	B	1
4	7	4	A	-1
5	7	6	B	1
6	0	7	A	-1
7	12	7	A	1
8	14	7	A	-1
9	15	7	A	1
10	0	7	B	-1
11	1	8	A	-1
12	2	8	B	1
13	3	8	B	1
14	14	8	B	-1
15	10	10	A	-1
16	3	11	A	-1
17	12	11	A	3
18	7	11	B	1
19	9	11	B	1
20	0	13	A	-1
21	12	13	A	1
22	16	13	A	-1
23	2	13	B	1
24	13	13	B	1
25	19	15	A	-1
26	9	15	B	2
27	4	16	B	-1
28	13	16	B	1
29	4	17	A	-1
30	19	17	B	1
31	5	18	A	-1
32	2	18	B	1
33	6	18	B	-1
34	7	18	B	1
35	15	18	B	-1
36	9	19	A	-1
37	13	19	B	1
38	8	20	A	2
39	12	20	A	1
