CNA_index	seg_index	subclone_ID	phase	change
0	3	1	B	-1
1	9	1	B	-1
2	4	2	A	3
3	4	2	B	-1
4	5	2	B	-1
5	7	2	B	1
6	1	3	A	2
7	5	3	A	-1
8	8	4	B	-1
9	5	5	A	-1
10	9	5	A	1
11	9	7	A	1
12	3	7	B	-1
13	3	8	A	-1
14	9	8	A	1
15	6	9	B	-1
16	7	9	B	1
17	2	10	A	-1
18	5	10	B	-1
19	7	10	B	1
20	8	11	B	-1
21	4	12	A	1
22	1	12	B	-1
23	6	12	B	-1
24	7	13	A	1
25	8	13	A	-1
26	4	14	A	1
27	2	14	B	-1
28	9	14	B	-1
29	6	16	A	1
30	8	17	A	-1
31	3	17	B	-1
32	5	17	B	-1
33	7	17	B	1
34	6	18	A	1
35	7	18	B	2
36	7	19	A	1
37	1	20	A	1
38	5	20	A	-1
39	9	20	B	-1
