SSM_index	CNA_index
0	15
3	25
4	0
4	5
4	12
4	16
4	27
4	32
4	37
5	0
5	5
5	12
5	16
5	27
5	32
5	37
9	1
10	1
11	1
12	2
12	9
12	18
12	21
12	23
12	28
12	30
13	10
13	19
13	31
13	33
13	38
14	3
15	3
16	3
17	3
18	20
19	7
20	34
21	11
22	22
22	29
22	35
23	22
23	29
23	35
24	22
24	29
24	35
25	15
26	15
27	15
28	15
29	25
30	26
30	36
31	5
31	12
31	16
31	27
31	32
31	37
33	9
33	18
33	21
33	23
33	28
33	30
34	2
34	9
34	18
34	21
34	23
34	28
34	30
35	2
35	9
35	18
35	21
35	23
35	28
35	30
36	7
37	14
37	39
38	15
40	25
41	26
41	36
42	26
42	36
43	5
43	12
43	16
43	27
43	32
43	37
46	6
46	13
47	9
47	18
47	21
47	23
47	28
47	30
48	10
48	19
48	31
48	33
48	38
49	17
50	20
51	7
52	7
53	34
54	34
55	34
56	8
56	24
57	11
58	22
58	29
58	35
59	15
61	25
62	26
62	36
63	25
64	26
64	36
65	13
66	25
67	25
68	26
68	36
69	26
69	36
70	26
70	36
71	26
71	36
72	12
72	16
72	27
72	32
72	37
74	13
75	9
75	18
75	21
75	23
75	28
75	30
76	17
77	20
78	34
79	34
80	11
81	15
82	25
83	25
86	17
87	34
88	24
89	24
90	15
91	25
92	25
93	25
94	26
94	36
95	12
95	16
95	27
95	32
95	37
96	16
96	27
96	32
96	37
97	16
97	27
97	32
97	37
98	13
99	13
100	18
100	21
100	23
100	28
100	30
101	18
101	21
101	23
101	28
101	30
102	18
102	21
102	23
102	28
102	30
103	19
103	31
103	33
103	38
104	17
105	24
106	25
108	18
108	21
108	23
108	28
108	30
109	34
113	25
114	26
115	26
116	27
117	27
123	21
123	23
123	28
123	30
127	24
130	26
131	26
132	26
133	26
134	27
135	27
136	27
137	27
141	23
141	28
141	30
144	24
146	25
147	26
152	25
153	26
154	27
155	27
159	23
159	28
159	30
160	31
165	26
177	32
177	37
181	34
190	37
199	39
