SSM_index	CNA_index
0	30
1	30
2	23
3	23
4	23
5	2
5	24
5	28
5	33
9	34
10	34
11	34
12	15
13	3
13	38
14	3
14	38
15	3
15	38
16	4
16	12
16	14
16	36
17	1
18	1
19	1
20	25
21	25
22	25
23	32
24	13
24	26
25	30
26	23
27	2
27	24
27	28
27	33
28	31
29	31
30	4
30	12
30	14
30	36
31	13
31	26
48	5
49	17
50	17
51	17
52	9
53	20
54	20
55	18
64	21
65	10
66	11
70	22
72	24
72	28
72	33
74	17
75	17
76	20
77	20
78	20
91	19
92	19
93	19
98	20
99	18
108	21
109	21
110	21
113	19
116	20
117	18
121	21
139	22
141	24
141	28
141	33
144	39
145	29
145	37
146	29
146	37
147	36
152	39
153	31
154	38
157	38
161	33
166	39
169	38
170	38
181	39
