SSM_index	seg_index	subclone_ID
0	0	1
1	0	1
2	0	1
3	2	1
4	2	1
5	3	1
6	3	1
7	3	1
8	4	1
9	4	1
10	6	1
11	6	1
12	6	1
13	6	1
14	8	1
15	8	1
16	9	1
17	9	1
18	0	1
19	1	1
20	1	1
21	1	1
22	1	1
23	2	1
24	3	1
25	4	1
26	4	1
27	4	1
28	4	1
29	4	1
30	4	1
31	4	1
32	4	1
33	4	1
34	7	1
35	7	1
36	8	1
37	8	1
38	8	1
39	9	1
40	0	2
41	2	2
42	2	2
43	3	2
44	8	2
45	8	2
46	0	3
47	4	3
48	4	3
49	0	3
50	0	3
51	0	3
52	0	3
53	2	3
54	3	3
55	3	3
56	4	3
57	4	3
58	4	3
59	6	3
60	6	3
61	6	3
62	6	3
63	6	3
64	7	3
65	9	3
66	4	4
67	8	4
68	8	5
69	0	5
70	1	5
71	3	5
72	7	6
73	1	6
74	2	6
75	5	6
76	6	7
77	0	7
78	2	7
79	8	8
80	2	9
81	2	9
82	4	9
83	2	9
84	2	9
85	3	9
86	4	9
87	4	9
88	6	9
89	7	9
90	0	10
91	4	10
92	4	10
93	6	10
94	6	10
95	9	10
96	9	10
97	0	10
98	2	10
99	2	10
100	3	10
101	3	10
102	4	10
103	5	10
104	6	10
105	6	10
106	6	10
107	6	10
108	9	10
109	9	10
110	9	10
111	4	11
112	0	11
113	6	11
114	8	11
115	4	12
116	8	12
117	3	12
118	4	12
119	4	12
120	4	12
121	4	12
122	6	12
123	6	12
124	7	12
125	4	13
126	4	13
127	4	13
128	5	13
129	6	13
130	6	13
131	7	13
132	8	13
133	9	13
134	1	14
135	2	14
136	3	14
137	4	14
138	4	14
139	5	14
140	6	14
141	6	14
142	0	14
143	0	14
144	1	14
145	1	14
146	2	14
147	2	14
148	4	14
149	4	14
150	4	14
151	5	14
152	5	14
153	5	14
154	6	14
155	6	14
156	6	14
157	6	14
158	9	14
159	4	15
160	6	15
161	0	15
162	4	15
163	6	15
164	8	15
165	1	16
166	8	17
167	9	17
168	3	18
169	6	18
170	3	19
171	4	19
172	1	19
173	1	19
174	3	19
175	4	19
176	5	19
177	6	19
178	2	20
179	2	20
180	6	20
181	6	20
182	9	20
183	0	20
184	1	20
185	1	20
186	1	20
187	2	20
188	3	20
189	3	20
190	4	20
191	4	20
192	5	20
193	6	20
194	6	20
195	7	20
196	8	20
197	8	20
198	9	20
199	9	20
