SSM_index	CNA_index
1	4
2	4
3	0
5	9
6	2
6	17
7	5
7	8
8	5
8	8
9	5
9	8
10	6
11	3
11	10
12	3
12	10
13	11
13	12
13	16
16	13
17	0
21	1
22	19
23	5
23	8
24	5
24	8
25	15
26	11
26	16
27	11
27	16
28	4
30	9
31	19
32	19
33	5
33	8
34	5
34	8
36	15
37	15
40	11
40	16
41	11
41	16
42	13
43	4
49	19
50	19
51	2
51	17
52	2
52	17
53	14
54	15
57	3
57	10
58	14
59	3
59	10
60	6
61	9
62	19
63	5
63	8
68	9
69	9
71	11
78	9
79	9
80	9
86	8
94	11
99	9
115	12
120	12
130	19
131	19
144	18
154	19
155	19
156	17
165	18
174	19
175	19
176	19
