CNA_index	seg_index	subclone_ID	phase	change
0	12	1	A	2
1	1	2	A	-1
2	25	2	A	-1
3	0	2	B	1
4	6	2	B	-1
5	18	2	B	-1
6	27	2	B	2
7	0	3	A	1
8	18	4	A	3
9	22	4	A	-1
10	26	4	A	-1
11	9	4	B	-1
12	0	6	B	1
13	12	6	B	-1
14	20	6	B	-1
15	28	6	B	-1
16	33	7	A	1
17	10	8	A	1
18	13	8	B	1
19	0	9	B	1
20	3	9	B	1
21	4	10	A	-1
22	9	12	A	-1
23	11	12	B	-1
24	19	12	B	1
25	16	13	A	2
26	10	13	B	-1
27	25	13	B	-1
28	8	14	A	1
29	3	14	B	1
30	8	15	A	1
31	27	15	A	-1
32	28	16	A	-1
33	21	16	B	1
34	37	17	A	-1
35	17	17	B	-1
36	39	17	B	1
37	8	18	A	1
38	37	18	B	-1
39	36	20	B	-1
