CNA_index	seg_index	subclone_ID	phase	change
0	6	1	A	1
1	9	1	B	1
2	2	2	A	-1
3	0	2	B	-1
4	6	2	B	1
5	6	3	A	1
6	7	4	A	1
7	1	6	A	-1
8	0	7	A	-1
9	5	7	A	-1
10	8	7	A	2
11	9	7	A	1
12	8	8	A	1
13	3	8	B	1
14	6	9	A	3
15	7	9	A	1
16	3	9	B	1
17	8	9	B	-1
18	7	10	A	2
19	1	10	B	-1
20	7	11	B	-1
21	9	11	B	1
22	6	12	A	1
23	8	13	A	1
24	3	13	B	2
25	5	13	B	-1
26	6	13	B	1
27	9	13	B	1
28	3	14	B	3
29	3	15	A	-1
30	4	15	A	-1
31	8	15	A	1
32	1	17	B	-1
33	8	18	A	1
34	1	18	B	-1
35	3	18	B	1
36	9	18	B	1
37	6	19	A	1
38	3	19	B	1
39	6	20	A	1
