CNA_index	seg_index	subclone_ID	phase	change
0	3	1	A	1
1	6	1	A	1
2	4	2	A	1
3	1	3	A	1
4	2	3	B	2
5	0	4	A	1
6	1	4	A	1
7	7	4	A	1
8	9	4	A	-1
9	2	4	B	1
10	4	4	B	2
11	0	5	A	1
12	6	5	A	2
13	6	5	B	1
14	0	7	A	1
15	0	8	A	3
16	1	8	A	1
17	6	12	A	1
18	3	12	B	-1
19	0	13	A	1
20	5	13	A	1
21	8	13	A	1
22	4	13	B	1
23	3	14	A	1
24	4	14	A	1
25	6	14	A	1
26	2	14	B	1
27	0	15	A	1
28	6	15	A	1
29	8	15	A	2
30	5	16	A	2
31	6	16	A	1
32	7	16	A	1
33	2	17	A	1
34	6	17	A	2
35	0	17	B	2
36	4	18	A	1
37	1	20	A	2
38	2	20	A	1
39	8	20	A	1
