CNA_index	seg_index	subclone_ID	phase	change
0	34	1	A	1
1	28	1	B	1
2	35	1	B	1
3	16	2	A	-1
4	22	2	A	-1
5	12	3	B	-1
6	13	4	A	3
7	10	5	A	-1
8	26	6	A	-1
9	35	6	A	-1
10	30	6	B	-1
11	27	7	A	1
12	3	7	B	1
13	3	8	A	-1
14	8	8	B	1
15	8	9	A	2
16	38	9	A	-1
17	17	10	A	1
18	28	11	A	2
19	36	12	A	1
20	35	12	B	1
21	1	13	A	1
22	30	13	A	-1
23	6	14	A	-1
24	17	14	A	1
25	17	15	A	1
26	30	15	A	-1
27	6	15	B	-1
28	26	15	B	1
29	32	15	B	1
30	37	15	B	-1
31	35	16	A	-1
32	1	16	B	1
33	10	16	B	1
34	19	17	A	-1
35	15	17	B	1
36	28	17	B	1
37	14	19	A	2
38	27	19	A	1
39	31	19	A	1
