SSM_index	seg_index	subclone_ID
0	0	1
1	12	1
2	16	1
3	4	2
4	8	2
5	3	2
6	7	2
7	9	2
8	13	2
9	14	2
10	2	3
11	5	3
12	5	3
13	5	3
14	5	3
15	5	3
16	8	3
17	11	3
18	13	3
19	13	3
20	14	3
21	14	3
22	14	3
23	18	3
24	19	3
25	19	3
26	19	3
27	6	3
28	9	3
29	19	3
30	19	3
31	0	4
32	2	4
33	2	4
34	3	4
35	5	4
36	5	4
37	6	4
38	7	4
39	7	4
40	11	4
41	12	4
42	14	4
43	14	4
44	15	4
45	15	4
46	16	4
47	19	4
48	2	4
49	9	4
50	12	4
51	12	4
52	14	4
53	2	5
54	3	5
55	6	5
56	8	5
57	8	5
58	9	5
59	14	5
60	1	5
61	4	5
62	5	5
63	5	5
64	10	5
65	12	5
66	14	5
67	14	5
68	15	5
69	16	5
70	16	5
71	11	6
72	2	7
73	2	7
74	14	7
75	18	7
76	18	7
77	19	7
78	10	7
79	10	7
80	11	7
81	14	7
82	19	7
83	13	8
84	18	8
85	15	8
86	1	9
87	1	9
88	3	9
89	9	9
90	10	9
91	11	9
92	11	9
93	13	9
94	13	9
95	14	9
96	14	9
97	14	9
98	15	9
99	16	9
100	19	9
101	0	9
102	1	9
103	1	9
104	5	9
105	5	9
106	8	9
107	9	9
108	10	9
109	11	9
110	13	9
111	15	9
112	15	9
113	17	9
114	17	9
115	3	10
116	2	11
117	4	11
118	5	11
119	5	11
120	17	11
121	15	12
122	1	13
123	3	13
124	5	13
125	5	13
126	5	13
127	8	13
128	9	13
129	12	13
130	14	13
131	15	13
132	15	13
133	16	13
134	18	13
135	1	13
136	2	13
137	2	13
138	5	13
139	7	13
140	9	13
141	11	13
142	13	13
143	14	13
144	14	13
145	14	13
146	16	13
147	18	13
148	18	13
149	19	13
150	19	13
151	1	14
152	2	14
153	8	14
154	9	14
155	13	14
156	14	14
157	18	14
158	19	14
159	5	14
160	6	14
161	9	14
162	14	15
163	16	15
164	18	15
165	19	15
166	2	15
167	19	15
168	0	16
169	0	16
170	1	16
171	10	16
172	19	16
173	19	16
174	0	16
175	6	16
176	6	16
177	14	16
178	15	16
179	19	16
180	1	17
181	2	17
182	13	17
183	19	17
184	2	17
185	10	17
186	2	18
187	10	19
188	14	19
189	15	19
190	19	19
191	5	19
192	15	19
193	19	19
194	1	20
195	1	20
196	8	20
197	14	20
198	19	20
199	17	20
