SSM_index	CNA_index
0	18
1	4
1	29
2	10
2	28
4	17
9	5
10	13
14	13
15	17
18	16
22	13
23	15
24	16
25	16
29	17
30	16
37	17
38	17
58	38
60	37
61	37
62	37
63	37
64	37
65	37
66	37
69	21
77	25
78	25
79	25
80	25
81	25
82	25
83	25
92	29
93	38
94	38
95	38
96	38
97	38
98	38
99	26
99	30
100	26
100	30
101	23
101	26
101	30
102	26
102	30
103	26
103	30
104	26
104	30
105	26
105	30
106	39
107	39
108	39
109	39
110	27
111	27
112	27
113	31
114	31
115	31
116	31
117	31
118	31
119	31
120	32
121	32
122	32
127	28
128	28
129	28
130	28
131	28
132	28
133	28
134	33
136	28
137	37
138	37
147	29
148	29
149	38
150	30
151	39
152	31
153	32
159	28
161	37
162	37
165	30
166	39
167	39
