SSM_index	CNA_index
26	8
26	23
26	32
27	33
28	33
29	38
30	17
30	25
31	5
31	18
32	35
33	6
33	9
33	15
33	20
33	27
33	36
33	39
34	4
34	7
34	21
35	4
35	7
35	21
39	30
41	32
42	37
43	35
44	35
45	4
46	4
58	22
59	22
61	23
64	21
65	22
67	14
68	14
72	18
73	21
75	16
76	17
77	18
79	15
79	20
81	19
83	23
84	23
85	23
87	17
88	17
89	18
90	15
90	20
91	21
100	23
101	23
107	21
108	21
109	21
110	22
129	31
130	31
131	33
132	33
133	29
135	28
138	33
141	25
146	30
147	31
148	33
156	31
157	31
158	31
159	32
160	33
161	33
162	33
163	33
164	33
165	33
166	33
167	38
168	34
170	36
170	39
175	37
