SSM_index	CNA_index
6	5
7	12
8	12
9	12
10	10
11	10
12	10
13	10
14	2
15	2
16	1
17	1
18	1
19	3
20	13
21	6
22	7
23	14
24	7
25	7
26	7
32	5
35	8
36	9
36	11
37	12
38	12
39	12
40	12
41	12
42	12
43	10
44	10
45	10
46	14
47	14
48	6
49	6
51	7
53	9
53	11
54	12
60	9
60	11
61	9
61	11
62	9
62	11
63	12
64	10
65	10
66	14
73	12
74	10
75	14
76	9
76	11
80	12
81	12
87	13
88	13
100	11
104	11
105	12
106	12
107	12
108	12
110	12
122	18
122	24
122	26
122	31
123	27
124	19
124	29
125	19
125	29
126	21
126	22
127	20
127	23
127	28
127	32
127	36
127	39
128	20
128	23
128	28
128	32
128	36
128	39
129	20
129	23
129	28
129	32
129	36
129	39
130	20
130	23
130	28
130	32
130	36
130	39
131	37
132	38
133	38
135	18
151	34
152	35
153	35
155	24
155	26
155	31
156	24
156	26
156	31
157	27
158	27
159	28
159	32
159	36
159	39
160	37
161	38
162	27
163	28
163	32
163	36
163	39
165	34
166	34
167	34
168	31
169	26
169	31
170	29
171	28
171	32
171	36
171	39
172	32
172	36
172	39
173	32
173	36
173	39
174	38
175	38
180	31
181	31
182	31
183	31
186	32
186	36
186	39
187	38
188	38
191	37
192	38
193	38
196	36
196	39
199	39
