CNA_index	seg_index	subclone_ID	phase	change
0	23	1	B	-1
1	38	1	B	-1
2	11	2	A	3
3	24	2	A	2
4	30	2	A	-1
5	0	2	B	-1
6	16	2	B	-1
7	8	3	A	-1
8	16	3	A	-1
9	19	3	A	1
10	28	3	A	-1
11	38	6	A	-1
12	0	6	B	-1
13	11	6	B	-1
14	22	6	B	1
15	25	6	B	-1
16	21	7	A	-1
17	32	7	B	-1
18	5	8	B	1
19	21	8	B	-1
20	31	8	B	-1
21	8	9	A	-1
22	0	10	A	-1
23	10	10	A	-1
24	24	11	A	1
25	38	11	A	-1
26	6	12	A	1
27	12	12	A	-1
28	39	12	A	-1
29	36	12	B	2
30	26	13	A	1
31	13	13	B	-1
32	23	14	A	-1
33	3	17	B	1
34	26	18	B	-1
35	32	18	B	-1
36	36	18	B	1
37	9	19	A	1
38	17	20	A	-1
39	25	20	B	-1
