CNA_index	seg_index	subclone_ID	phase	change
0	24	2	A	1
1	27	2	A	1
2	37	3	A	-1
3	0	3	B	-1
4	9	4	A	2
5	14	4	B	1
6	20	5	A	1
7	15	5	B	1
8	27	6	A	1
9	6	6	B	1
10	2	7	A	1
11	15	7	A	-1
12	18	7	A	1
13	32	7	A	1
14	1	7	B	1
15	20	7	B	1
16	33	7	B	-1
17	38	7	B	-1
18	32	9	B	1
19	1	10	B	1
20	8	11	A	1
21	5	12	B	-1
22	7	13	A	-1
23	9	13	A	1
24	19	13	A	-1
25	17	13	B	-1
26	18	13	B	-1
27	21	13	B	2
28	21	14	B	1
29	14	15	B	1
30	8	16	A	1
31	21	16	A	2
32	9	16	B	-1
33	25	17	B	1
34	20	18	A	1
35	28	18	B	-1
36	3	19	A	-1
37	3	19	B	1
38	23	20	A	1
39	18	20	B	-1
