CNA_index	seg_index	subclone_ID	phase	change
0	10	1	A	1
1	1	2	B	1
2	11	3	A	-1
3	11	4	A	-1
4	5	4	B	1
5	1	5	B	1
6	2	6	A	1
7	3	6	A	-1
8	8	6	A	1
9	8	6	B	-1
10	12	6	B	1
11	14	6	B	-1
12	7	7	A	2
13	10	7	B	-1
14	11	7	B	1
15	12	7	B	1
16	11	8	A	-1
17	14	8	A	1
18	3	8	B	1
19	8	9	A	1
20	2	9	B	2
21	6	9	B	1
22	12	9	B	1
23	19	9	B	-1
24	13	10	A	1
25	3	10	B	1
26	1	12	B	1
27	14	13	A	1
28	4	14	B	-1
29	13	14	B	2
30	4	15	A	-1
31	10	15	A	1
32	17	16	B	1
33	10	17	B	-1
34	8	18	A	1
35	11	18	B	1
36	16	18	B	1
37	10	20	A	1
38	13	20	B	1
39	14	20	B	-1
