SSM_index	CNA_index
0	26
0	37
2	0
2	11
4	21
9	38
13	7
14	7
15	10
15	19
16	2
17	2
18	35
21	17
21	39
22	3
23	3
24	3
25	36
26	36
27	1
28	1
29	21
30	26
30	37
31	27
33	15
34	33
35	30
36	36
37	32
38	27
40	28
42	7
43	30
44	6
47	28
48	7
49	10
49	19
50	33
51	22
52	17
52	39
53	20
54	28
55	14
55	18
55	24
55	29
56	11
57	11
58	25
58	34
59	30
60	22
61	17
61	39
62	17
62	39
63	20
66	38
67	38
68	38
77	39
78	26
79	32
80	27
81	27
85	28
86	28
87	28
99	35
100	35
104	33
105	33
106	17
107	17
108	20
109	20
110	21
111	27
112	27
117	31
118	22
119	27
127	31
131	32
132	32
140	30
142	27
143	27
199	39
