SSM_index	CNA_index
2	10
3	10
11	3
12	4
13	13
14	15
15	15
16	12
17	12
20	10
21	10
23	14
24	3
25	4
26	4
27	13
28	13
44	15
50	37
51	37
53	27
54	16
55	16
56	24
59	22
60	22
61	38
62	30
63	30
64	34
64	36
65	37
66	37
69	24
70	28
71	23
71	33
72	30
73	25
73	35
74	25
74	35
75	31
75	39
76	18
76	31
76	39
77	20
77	26
78	28
79	28
80	21
80	32
81	22
82	22
83	29
84	29
85	38
86	38
87	25
87	35
88	31
88	39
89	20
89	26
90	37
91	38
92	30
93	34
93	36
94	37
96	27
97	24
98	28
99	28
101	38
102	38
103	30
104	30
105	26
134	37
137	28
138	28
141	38
142	30
143	35
144	26
145	26
146	34
146	36
147	37
149	27
150	27
151	27
156	28
158	29
159	29
160	29
161	38
162	38
163	30
164	30
165	30
166	30
167	30
168	35
169	31
169	39
170	31
170	39
171	37
177	35
178	35
186	33
187	35
188	39
192	38
193	38
194	36
