SSM_index	CNA_index
2	24
3	24
4	16
4	18
4	32
4	37
5	25
6	25
7	5
7	12
8	5
8	12
9	5
9	12
11	3
12	13
12	26
12	38
13	15
15	16
15	18
17	3
18	3
21	8
25	16
25	18
26	15
27	15
28	15
29	15
30	15
31	15
32	15
33	15
34	15
35	15
36	8
37	8
55	16
55	18
56	16
56	18
63	5
63	12
64	5
64	12
65	5
65	12
66	5
66	12
68	13
72	4
72	7
72	9
73	4
73	7
73	9
75	10
76	8
79	5
79	12
80	15
81	15
82	15
83	11
84	11
88	16
88	18
91	12
95	9
96	15
97	15
98	15
99	11
105	16
105	18
122	36
123	24
124	24
125	32
125	37
126	36
129	24
130	24
131	25
133	26
133	38
134	26
134	38
135	39
136	28
136	31
136	35
137	36
142	26
142	38
143	39
144	36
145	34
146	34
147	34
156	29
158	36
160	32
160	37
162	36
165	32
165	37
166	32
166	37
170	38
193	38
194	39
195	39
