CNA_index	seg_index	subclone_ID	phase	change
0	0	1	A	-1
1	1	1	B	1
2	9	1	B	1
3	4	2	B	1
4	4	3	A	1
5	5	3	A	2
6	6	3	A	-1
7	4	3	B	1
8	8	4	B	-1
9	2	5	A	1
10	2	7	A	2
11	3	7	A	-1
12	4	7	A	2
13	8	7	A	-1
14	3	7	B	-1
15	5	8	A	1
16	1	8	B	1
17	9	9	A	2
18	1	10	A	-1
19	2	10	A	1
20	4	10	A	1
21	7	10	B	1
22	9	10	B	1
23	4	13	A	1
24	4	13	B	1
25	6	14	B	-1
26	0	15	B	2
27	4	15	B	1
28	7	16	A	-1
29	3	16	B	-1
30	9	16	B	2
31	2	17	A	1
32	9	18	B	1
33	1	19	A	-1
34	4	19	A	1
35	5	19	A	2
36	0	19	B	1
37	4	19	B	1
38	9	19	B	2
39	4	20	A	1
