CNA_index	seg_index	subclone_ID	phase	change
0	8	1	A	1
1	0	1	B	-1
2	1	1	B	2
3	6	1	B	2
4	7	1	B	-1
5	8	1	B	1
6	4	3	A	1
7	2	3	B	-1
8	7	4	B	-1
9	8	5	A	3
10	5	6	A	1
11	7	6	A	-1
12	8	6	B	1
13	6	9	A	-1
14	3	11	A	1
15	8	11	B	4
16	8	13	A	1
17	9	13	A	-1
18	4	13	B	-1
19	8	14	A	1
20	0	14	B	-1
21	8	14	B	1
22	2	15	B	-1
23	7	15	B	-1
24	1	17	A	-1
25	2	17	A	1
26	0	18	A	-1
27	2	18	A	1
28	4	18	A	1
29	9	18	A	-1
30	0	18	B	-1
31	1	18	B	1
32	4	18	B	-1
33	8	19	A	1
34	6	19	B	1
35	8	19	B	1
36	3	20	A	1
37	4	20	A	1
38	8	20	A	1
39	6	20	B	1
