CNA_index	seg_index	subclone_ID	phase	change
0	11	1	A	2
1	16	1	A	-1
2	3	1	B	-1
3	1	4	B	-1
4	6	4	B	-1
5	0	5	B	2
6	14	5	B	-1
7	12	6	A	1
8	13	6	B	1
9	18	6	B	-1
10	1	8	B	-1
11	6	8	B	-1
12	16	8	B	-1
13	5	9	B	1
14	16	9	B	-1
15	13	10	A	2
16	5	12	A	1
17	6	12	A	1
18	12	12	A	2
19	0	12	B	1
20	5	12	B	1
21	12	12	B	1
22	13	12	B	1
23	7	13	A	-1
24	4	13	B	1
25	6	13	B	-1
26	15	13	B	1
27	5	14	A	1
28	10	14	A	2
29	13	14	A	1
30	18	14	A	-1
31	3	15	A	1
32	0	15	B	2
33	12	15	B	1
34	18	15	B	-1
35	19	15	B	1
36	0	17	A	1
37	4	17	B	1
38	9	18	B	-1
39	19	20	A	-1
