SSM_index	seg_index	subclone_ID
0	0	1
1	4	1
2	7	1
3	10	1
4	15	1
5	18	1
6	18	1
7	1	1
8	1	1
9	18	1
10	18	1
11	19	1
12	10	2
13	10	2
14	10	2
15	17	2
16	18	2
17	0	3
18	1	3
19	2	3
20	4	3
21	7	3
22	7	3
23	8	3
24	10	3
25	11	3
26	11	3
27	14	3
28	17	3
29	18	3
30	4	3
31	5	3
32	6	3
33	7	3
34	7	3
35	9	3
36	12	3
37	16	3
38	5	4
39	7	4
40	12	4
41	16	4
42	12	4
43	18	4
44	19	4
45	0	5
46	5	5
47	9	5
48	12	5
49	12	5
50	1	6
51	5	6
52	5	6
53	6	6
54	6	6
55	6	6
56	10	6
57	12	6
58	17	6
59	18	6
60	19	6
61	7	6
62	12	6
63	17	6
64	17	6
65	18	6
66	0	7
67	13	7
68	18	8
69	2	8
70	18	8
71	7	9
72	13	9
73	3	10
74	5	10
75	8	10
76	8	10
77	8	10
78	11	10
79	13	10
80	16	10
81	17	10
82	17	10
83	18	10
84	1	10
85	2	10
86	4	10
87	9	10
88	17	10
89	18	10
90	19	10
91	0	11
92	2	11
93	11	11
94	1	11
95	2	11
96	9	11
97	9	11
98	15	11
99	16	11
100	17	11
101	7	12
102	7	12
103	10	12
104	14	12
105	16	12
106	16	12
107	7	12
108	8	12
109	4	13
110	9	14
111	10	14
112	11	14
113	13	14
114	13	14
115	17	14
116	18	14
117	19	14
118	4	14
119	7	14
120	9	14
121	9	14
122	0	15
123	0	15
124	7	15
125	12	15
126	13	15
127	15	15
128	7	15
129	10	15
130	13	15
131	17	15
132	17	15
133	2	16
134	5	16
135	5	16
136	9	16
137	10	16
138	10	16
139	15	16
140	17	16
141	17	16
142	17	16
143	0	16
144	0	16
145	7	16
146	9	16
147	18	16
148	18	16
149	8	17
150	8	17
151	18	17
152	18	18
153	19	18
154	13	18
155	16	18
156	17	18
157	18	18
158	18	18
159	2	19
160	2	19
161	3	19
162	3	19
163	6	19
164	6	19
165	8	19
166	10	19
167	10	19
168	11	19
169	11	19
170	11	19
171	15	19
172	15	19
173	19	19
174	0	19
175	4	19
176	6	19
177	10	19
178	11	19
179	11	19
180	12	19
181	12	19
182	13	19
183	17	19
184	17	19
185	2	20
186	4	20
187	5	20
188	10	20
189	12	20
190	13	20
191	15	20
192	17	20
193	18	20
194	19	20
195	0	20
196	4	20
197	7	20
198	14	20
199	14	20
