SSM_index	CNA_index
1	29
2	29
3	29
4	34
5	38
6	38
7	2
7	26
8	4
8	23
8	27
8	30
8	36
9	14
9	32
10	5
10	9
11	10
11	35
12	7
12	12
12	17
12	21
12	25
12	31
13	7
13	12
13	17
13	21
13	25
13	31
14	15
14	28
15	15
15	28
16	22
19	2
19	26
20	8
20	13
20	18
21	3
21	8
21	13
21	18
22	4
22	23
22	27
22	30
22	36
23	4
23	23
23	27
23	30
23	36
24	4
24	23
24	27
24	30
24	36
25	4
25	23
25	27
25	30
25	36
26	14
26	32
27	10
27	35
28	19
28	24
29	19
29	24
30	19
30	24
31	19
31	24
32	37
33	6
33	11
33	20
33	33
34	15
45	8
45	13
45	18
46	8
46	13
46	18
47	14
48	14
49	9
50	16
51	11
51	20
57	19
58	20
64	19
68	32
71	24
72	24
73	37
74	33
76	29
77	34
78	38
79	39
80	28
81	28
82	28
83	28
84	29
85	29
86	29
93	38
97	27
97	30
97	36
98	27
98	30
98	36
99	32
100	32
104	33
105	31
117	37
126	38
127	32
128	39
129	33
130	33
131	33
132	33
134	38
135	38
136	32
137	33
143	36
145	39
160	38
161	38
162	38
163	38
167	36
178	38
191	38
