CNA_index	seg_index	subclone_ID	phase	change
0	7	1	A	2
1	1	1	B	1
2	7	1	B	1
3	9	1	B	-1
4	3	2	A	2
5	7	2	B	1
6	8	2	B	1
7	1	3	A	1
8	3	3	B	1
9	4	3	B	1
10	5	3	B	1
11	7	4	B	3
12	6	5	B	-1
13	2	8	A	2
14	7	8	A	2
15	3	8	B	1
16	8	8	B	1
17	6	9	A	1
18	8	9	A	1
19	1	10	B	1
20	3	10	B	2
21	8	11	A	1
22	3	12	A	1
23	3	12	B	1
24	4	12	B	1
25	3	13	A	2
26	3	13	B	1
27	4	14	A	-1
28	9	14	A	1
29	0	16	B	-1
30	5	16	B	1
31	7	16	B	3
32	4	17	B	1
33	7	17	B	2
34	5	18	B	1
35	8	19	A	1
36	3	19	B	1
37	4	19	B	2
38	2	20	B	1
39	5	20	B	1
