CNA_index	seg_index	subclone_ID	phase	change
0	17	1	B	-1
1	30	1	B	-1
2	39	2	A	2
3	5	4	A	1
4	8	4	A	-1
5	36	5	A	-1
6	23	6	B	1
7	17	7	A	-1
8	25	7	A	1
9	32	7	A	1
10	9	8	A	1
11	13	8	A	2
12	37	8	A	-1
13	34	8	B	1
14	14	9	A	1
15	35	9	A	-1
16	0	9	B	-1
17	35	9	B	-1
18	19	10	A	-1
19	13	10	B	1
20	22	11	A	1
21	23	11	A	1
22	33	11	A	1
23	35	11	A	-1
24	10	11	B	-1
25	14	13	A	1
26	6	14	A	-1
27	39	14	A	1
28	6	14	B	-1
29	0	15	A	-1
30	15	15	A	1
31	16	15	B	1
32	18	15	B	1
33	14	16	A	2
34	23	16	A	1
35	20	17	A	-1
36	21	18	B	1
37	8	19	A	-1
38	17	19	A	-1
39	7	20	B	-1
