CNA_index	seg_index	subclone_ID	phase	change
0	0	1	A	2
1	1	1	A	2
2	9	1	B	1
3	0	2	B	-1
4	9	2	B	1
5	0	3	A	1
6	7	3	A	1
7	9	3	A	1
8	9	4	A	1
9	1	5	A	2
10	4	5	A	-1
11	6	5	A	-1
12	2	5	B	-1
13	1	6	A	1
14	6	6	B	-1
15	8	7	B	-1
16	0	8	A	1
17	3	8	B	1
18	5	9	A	2
19	4	9	B	1
20	1	10	A	1
21	5	10	A	1
22	9	10	A	1
23	5	10	B	1
24	5	11	A	1
25	6	11	B	-1
26	3	12	A	-1
27	1	13	A	2
28	9	13	A	1
29	9	13	B	2
30	5	14	A	1
31	1	14	B	-1
32	0	15	A	1
33	2	15	A	-1
34	2	15	B	-1
35	2	17	B	-1
36	7	18	B	1
37	5	19	A	1
38	6	19	A	-1
39	8	19	B	-1
