CNA_index	seg_index	subclone_ID	phase	change
0	18	1	B	2
1	18	2	A	1
2	6	2	B	-1
3	13	3	B	1
4	16	4	A	1
5	3	4	B	-1
6	4	5	B	1
7	18	5	B	1
8	7	6	A	1
9	16	6	B	1
10	1	7	A	1
11	10	7	A	4
12	11	7	A	-1
13	14	7	A	-1
14	2	9	A	-1
15	12	9	A	1
16	18	9	B	2
17	9	10	A	-1
18	18	10	A	1
19	2	10	B	-1
20	16	10	B	1
21	7	11	A	1
22	13	11	A	1
23	11	11	B	1
24	8	13	A	1
25	12	13	A	2
26	12	14	A	3
27	2	14	B	-1
28	12	14	B	-1
29	13	14	B	1
30	16	14	B	1
31	7	15	A	2
32	2	16	A	-1
33	0	16	B	2
34	11	16	B	1
35	1	17	A	1
36	5	17	A	1
37	8	18	A	1
38	10	18	B	-1
39	17	20	B	-1
