SSM_index	CNA_index
0	6
1	7
4	12
4	20
4	26
4	32
5	12
5	20
5	26
5	32
6	13
6	24
8	29
14	10
15	36
19	5
19	21
20	28
21	9
21	22
22	10
23	6
24	6
25	7
31	25
32	25
33	38
38	35
39	35
40	22
44	19
44	34
44	37
46	24
47	24
48	24
54	25
55	25
56	25
60	33
62	31
66	21
68	35
69	22
70	22
71	18
71	23
72	18
72	23
73	18
73	23
74	18
74	23
82	20
82	26
82	32
83	20
83	26
83	32
84	20
84	26
84	32
87	24
88	29
89	29
90	29
96	33
97	33
101	31
102	31
103	31
111	11
111	15
112	12
113	13
114	13
131	16
132	16
136	17
146	21
148	22
153	20
153	26
153	32
154	30
154	39
156	31
157	31
158	21
159	21
160	21
161	35
162	34
162	37
163	26
163	32
171	27
173	25
176	31
177	31
183	32
187	33
189	34
189	37
190	32
