CNA_index	seg_index	subclone_ID	phase	change
0	5	1	B	1
1	5	2	B	2
2	9	2	B	1
3	3	3	A	1
4	2	3	B	-1
5	4	3	B	1
6	5	3	B	1
7	6	3	B	1
8	0	4	A	-1
9	1	4	B	-1
10	6	4	B	1
11	3	6	B	-1
12	8	7	B	-1
13	2	8	A	2
14	2	9	A	1
15	3	9	A	1
16	0	9	B	-1
17	6	10	A	-1
18	7	10	B	1
19	2	11	A	1
20	1	11	B	-1
21	6	11	B	1
22	9	11	B	1
23	4	12	A	2
24	8	12	A	-1
25	5	12	B	3
26	5	13	A	-1
27	7	15	B	2
28	7	16	A	-1
29	1	17	A	1
30	5	17	A	-1
31	0	17	B	-1
32	3	17	B	-1
33	5	17	B	1
34	6	17	B	1
35	0	18	A	-1
36	7	18	B	1
37	8	19	B	-1
38	5	20	A	-1
39	9	20	A	1
