CNA_index	seg_index	subclone_ID	phase	change
0	26	1	A	-1
1	0	1	B	-1
2	26	1	B	-1
3	31	1	B	-1
4	13	2	B	-1
5	25	3	A	-1
6	31	3	A	-1
7	31	3	B	-1
8	3	4	A	-1
9	23	4	A	-1
10	11	4	B	-1
11	17	5	A	1
12	32	5	B	-1
13	14	6	A	-1
14	15	6	A	-1
15	4	7	B	-1
16	12	7	B	-1
17	27	7	B	1
18	37	8	A	-1
19	8	9	A	-1
20	30	10	A	-1
21	36	10	A	-1
22	25	10	B	1
23	28	10	B	-1
24	24	12	B	-1
25	29	14	A	-1
26	38	14	A	-1
27	3	14	B	-1
28	34	14	B	-1
29	2	15	A	-1
30	27	15	A	-1
31	38	15	B	-1
32	23	16	A	-1
33	9	17	A	1
34	30	17	A	-1
35	31	17	A	-1
36	5	17	B	-1
37	13	17	B	-1
38	12	20	B	-1
39	16	20	B	-1
