SSM_index	CNA_index
0	0
0	7
0	25
1	11
1	24
2	12
3	20
4	13
5	2
6	12
7	20
8	7
8	25
9	13
10	13
11	21
11	28
12	21
12	28
13	2
14	22
14	27
15	18
16	24
23	25
24	11
25	13
26	23
28	11
29	15
30	15
31	15
32	15
33	6
33	10
34	6
34	10
35	6
35	10
36	6
36	10
37	6
37	10
38	20
39	7
40	7
41	7
42	21
43	21
44	21
47	8
47	17
49	22
50	14
51	18
52	19
53	19
54	19
55	19
56	19
57	19
58	19
61	15
62	15
63	15
64	6
64	10
65	6
65	10
66	20
67	21
68	21
70	8
70	17
71	17
73	22
74	19
75	19
76	19
77	18
78	11
79	11
80	10
81	10
82	20
85	13
86	13
87	13
88	13
89	21
90	21
92	22
93	19
94	19
95	16
96	13
97	13
98	13
99	13
100	22
101	14
102	18
103	19
104	15
105	15
106	15
107	15
108	15
111	20
112	20
116	21
117	21
118	21
121	17
122	17
123	17
125	22
126	22
127	18
128	19
129	19
130	19
131	23
132	23
133	16
136	21
138	22
139	22
140	18
141	19
142	19
143	23
152	25
153	25
156	29
192	30
193	30
195	34
196	34
