CNA_index	seg_index	subclone_ID	phase	change
0	3	1	A	3
1	25	1	A	1
2	5	4	B	1
3	23	4	B	1
4	7	6	A	1
5	35	6	A	3
6	2	6	B	2
7	37	6	B	-1
8	13	7	A	3
9	32	7	A	-1
10	9	7	B	-1
11	16	7	B	-1
12	30	7	B	1
13	16	9	A	1
14	23	9	A	-1
15	30	9	A	1
16	5	10	A	1
17	27	10	A	1
18	17	10	B	-1
19	20	10	B	1
20	0	11	A	-1
21	7	11	A	1
22	37	11	A	-1
23	6	11	B	-1
24	20	11	B	1
25	34	13	A	2
26	5	14	A	1
27	21	14	A	2
28	38	14	A	-1
29	8	14	B	-1
30	11	14	B	-1
31	17	15	A	1
32	2	16	A	3
33	26	16	A	1
34	25	18	B	3
35	27	18	B	1
36	3	19	A	1
37	20	19	A	2
38	15	20	A	-1
39	3	20	B	-1
