CNA_index	seg_index	subclone_ID	phase	change
0	14	1	B	1
1	19	4	B	-1
2	12	5	B	-1
3	11	6	B	-1
4	26	6	B	1
5	37	6	B	-1
6	11	7	B	-1
7	36	8	A	1
8	13	8	B	-1
9	24	8	B	1
10	16	9	A	-1
11	4	9	B	-1
12	7	9	B	1
13	8	9	B	1
14	9	9	B	-1
15	37	9	B	-1
16	4	10	A	-1
17	15	10	B	1
18	30	11	A	-1
19	25	11	B	-1
20	33	12	B	-1
21	39	12	B	1
22	14	13	B	1
23	20	13	B	-1
24	30	13	B	2
25	3	14	A	-1
26	5	14	B	1
27	22	15	B	1
28	27	15	B	-1
29	5	16	B	1
30	9	16	B	-1
31	5	17	A	1
32	13	17	B	-1
33	33	18	A	-1
34	0	18	B	3
35	7	18	B	1
36	15	18	B	2
37	3	19	B	1
38	7	20	B	1
39	29	20	B	-1
