SSM_index	CNA_index
0	5
1	5
2	11
2	27
2	39
3	3
4	23
4	32
5	8
5	37
6	25
7	11
7	27
7	39
8	6
9	6
10	6
11	30
12	7
12	22
12	24
12	33
12	36
13	8
13	37
14	25
15	18
15	31
16	30
17	9
17	35
18	7
18	22
18	24
18	33
18	36
19	8
19	37
20	8
20	37
21	17
22	23
22	32
23	22
23	24
23	33
23	36
24	8
24	37
25	25
26	19
26	26
26	28
29	18
30	18
31	18
32	23
33	23
34	23
35	23
37	22
37	24
38	22
38	24
39	22
39	24
40	22
40	24
41	22
41	24
42	10
43	29
44	29
45	29
46	25
47	11
47	27
48	12
49	12
59	14
60	14
67	15
68	15
69	15
103	22
103	24
104	27
108	20
109	23
110	29
112	23
115	24
116	26
116	28
118	30
121	26
121	28
124	29
125	29
131	26
131	28
132	26
132	28
134	29
135	29
136	29
137	29
138	29
140	27
147	30
185	35
186	35
187	36
188	39
