SSM_index	CNA_index
3	18
3	39
4	11
4	14
4	17
4	27
5	8
6	18
6	39
7	11
7	14
7	17
7	27
8	19
8	34
9	9
9	21
9	35
10	9
10	21
10	35
14	5
24	18
24	39
25	37
26	19
26	34
27	24
28	24
29	10
29	26
29	33
30	10
30	26
30	33
31	28
32	24
33	24
34	38
35	16
35	23
36	31
38	28
39	28
40	24
41	24
42	21
42	35
43	20
43	25
43	29
44	20
44	25
44	29
46	16
46	23
47	16
47	23
48	16
48	23
49	16
49	23
50	16
50	23
51	16
51	23
52	16
52	23
53	31
54	31
60	17
60	27
61	37
62	28
63	28
64	28
66	21
66	35
67	21
67	35
68	21
68	35
69	21
69	35
70	21
70	35
71	16
71	23
72	23
73	24
74	37
75	21
75	35
80	26
84	27
85	27
87	28
88	28
89	28
90	19
91	19
92	19
93	19
99	24
100	24
101	24
102	24
103	24
104	24
105	24
106	21
107	21
108	21
110	23
113	28
114	24
115	21
118	28
119	24
125	27
126	27
129	28
130	28
131	28
132	28
148	36
149	39
150	33
151	33
156	34
157	34
163	35
164	35
165	36
