SSM_index	CNA_index
0	5
0	28
1	13
2	13
3	17
3	39
4	6
4	31
5	0
5	2
5	11
5	15
5	37
6	21
6	34
7	23
7	25
7	35
8	18
8	29
9	26
9	38
10	26
10	38
11	3
11	4
11	27
12	3
12	4
12	27
13	10
13	16
13	20
15	6
15	31
16	11
16	15
16	37
17	21
17	34
18	7
18	14
18	22
19	7
19	14
19	22
21	26
21	38
22	30
22	36
23	3
23	4
23	27
24	6
24	31
25	7
25	14
25	22
26	18
26	29
27	30
27	36
28	17
28	39
29	11
29	15
29	37
30	38
31	10
31	16
31	20
33	13
34	6
35	7
35	14
35	22
36	8
36	19
38	36
39	10
39	16
39	20
40	13
41	11
41	15
41	37
42	11
42	15
42	37
43	23
43	35
44	23
44	35
45	8
45	19
46	8
46	19
47	12
48	12
51	9
52	36
53	36
54	36
55	36
57	24
58	14
58	22
59	23
59	35
60	19
62	16
62	20
64	15
64	37
65	23
65	35
70	38
71	36
76	17
76	39
77	15
77	37
78	15
78	37
79	15
79	37
80	15
80	37
81	23
81	35
82	18
85	38
86	36
87	36
88	36
89	16
89	20
90	16
90	20
91	16
91	20
92	16
92	20
93	17
93	39
94	15
94	37
95	21
95	34
96	36
97	36
108	31
109	31
110	31
115	32
116	33
117	33
118	33
121	30
122	30
123	27
129	33
130	33
131	33
148	33
149	33
150	33
164	37
165	37
182	39
