CNA_index	seg_index	subclone_ID	phase	change
0	33	1	B	-1
1	32	2	A	1
2	7	2	B	1
3	13	2	B	1
4	24	2	B	1
5	25	2	B	-1
6	12	3	B	-1
7	13	4	B	2
8	28	5	B	-1
9	11	6	B	1
10	23	6	B	1
11	13	7	A	-1
12	8	7	B	-1
13	12	7	B	-1
14	15	7	B	1
15	18	7	B	1
16	20	7	B	1
17	21	7	B	-1
18	18	8	B	1
19	8	9	A	1
20	20	9	A	2
21	22	9	B	-1
22	36	9	B	1
23	38	9	B	2
24	39	9	B	1
25	0	11	B	-1
26	18	11	B	1
27	37	12	A	1
28	10	13	B	3
29	12	17	A	-1
30	2	18	B	-1
31	11	18	B	1
32	23	18	B	1
33	4	19	A	1
34	8	19	A	1
35	15	19	B	2
36	36	19	B	1
37	17	20	B	1
38	33	20	B	-1
39	36	20	B	1
