CNA_index	seg_index	subclone_ID	phase	change
0	1	1	A	1
1	26	1	A	-1
2	36	2	B	-1
3	39	2	B	-1
4	34	3	B	1
5	17	4	A	-1
6	37	4	A	1
7	33	4	B	4
8	24	5	B	-1
9	15	6	B	1
10	22	6	B	1
11	33	7	A	-1
12	6	7	B	1
13	23	7	B	-1
14	19	9	A	1
15	22	9	A	1
16	39	9	A	-1
17	12	9	B	-1
18	14	10	B	2
19	15	11	A	-1
20	19	11	A	1
21	37	11	B	-1
22	7	12	B	-1
23	22	13	A	3
24	27	13	A	-1
25	36	13	A	-1
26	4	13	B	1
27	4	14	A	-1
28	20	14	B	-1
29	26	14	B	2
30	31	14	B	-1
31	37	15	A	1
32	30	15	B	1
33	28	16	B	1
34	0	17	A	2
35	3	17	A	3
36	24	17	B	-1
37	25	17	B	1
38	37	17	B	-1
39	39	19	B	-1
