CNA_index	seg_index	subclone_ID	phase	change
0	1	1	A	2
1	5	1	A	1
2	17	4	A	-1
3	19	4	A	-1
4	14	5	A	2
5	16	5	A	-1
6	8	5	B	-1
7	18	5	B	-1
8	10	6	B	-1
9	10	7	A	-1
10	19	7	A	-1
11	3	8	A	1
12	15	8	A	1
13	17	8	A	-1
14	5	8	B	-1
15	4	9	A	-1
16	13	9	A	-1
17	18	9	B	-1
18	5	10	A	1
19	18	10	A	-1
20	7	10	B	-1
21	0	11	A	-1
22	1	11	A	1
23	3	11	A	1
24	5	11	B	-1
25	6	11	B	-1
26	4	12	A	-1
27	12	13	A	-1
28	17	13	B	-1
29	6	15	B	-1
30	11	16	B	1
31	1	17	B	-1
32	18	18	A	-1
33	14	18	B	-1
34	17	18	B	-1
35	12	19	A	-1
36	11	19	B	1
37	18	20	A	-1
38	19	20	A	-1
39	3	20	B	-1
