CNA_index	seg_index	subclone_ID	phase	change
0	12	1	A	2
1	28	1	A	1
2	19	2	A	1
3	37	2	A	1
4	28	2	B	-1
5	24	3	B	1
6	19	5	B	1
7	22	6	A	1
8	20	6	B	1
9	32	7	B	-1
10	13	8	A	2
11	20	8	A	-1
12	4	8	B	-1
13	19	9	A	1
14	7	9	B	1
15	8	10	A	-1
16	19	10	A	2
17	27	10	A	1
18	6	11	A	1
19	8	11	B	-1
20	18	11	B	1
21	19	11	B	1
22	24	13	A	1
23	10	13	B	1
24	19	13	B	1
25	17	15	B	2
26	19	15	B	1
27	27	15	B	1
28	30	15	B	1
29	5	16	A	1
30	24	16	A	1
31	30	16	A	1
32	31	17	A	-1
33	15	17	B	1
34	19	17	B	2
35	8	18	A	-1
36	12	18	B	1
37	30	19	A	1
38	23	19	B	-1
39	30	19	B	1
