CNA_index	seg_index	subclone_ID	phase	change
0	18	1	B	-1
1	12	2	A	-1
2	1	3	A	1
3	9	3	A	-1
4	12	3	B	2
5	14	3	B	1
6	16	4	A	1
7	6	4	B	2
8	12	4	B	2
9	17	4	B	1
10	2	5	A	1
11	9	5	A	-1
12	13	5	A	-1
13	16	5	A	1
14	0	6	A	-1
15	16	6	B	1
16	16	8	A	1
17	4	8	B	-1
18	1	9	A	2
19	8	9	A	-1
20	7	9	B	-1
21	12	9	B	2
22	15	9	B	1
23	11	10	A	-1
24	16	10	B	1
25	1	11	B	-1
26	17	12	B	1
27	15	13	A	-1
28	1	13	B	-1
29	2	14	A	1
30	2	15	A	1
31	6	15	B	1
32	12	15	B	2
33	0	18	A	-1
34	5	18	B	1
35	12	19	B	1
36	15	19	B	1
37	7	20	A	-1
38	11	20	A	-1
39	7	20	B	-1
