CNA_index	seg_index	subclone_ID	phase	change
0	31	1	B	-1
1	8	2	A	1
2	37	2	B	1
3	0	4	A	-1
4	10	4	A	1
5	14	4	A	-1
6	30	4	A	-1
7	35	4	B	-1
8	35	5	A	-1
9	34	5	B	-1
10	32	6	A	-1
11	24	8	B	1
12	13	9	A	-1
13	28	9	A	-1
14	29	9	A	1
15	28	9	B	-1
16	18	10	A	1
17	34	10	A	1
18	26	10	B	1
19	2	11	A	-1
20	21	11	A	1
21	7	11	B	1
22	14	11	B	-1
23	35	11	B	-1
24	0	13	A	-1
25	11	13	A	1
26	2	13	B	-1
27	38	13	B	-1
28	19	15	A	2
29	21	15	A	2
30	26	15	B	1
31	34	15	B	-1
32	9	18	A	-1
33	31	18	A	2
34	18	18	B	2
35	0	19	A	-1
36	8	19	B	1
37	39	19	B	-1
38	32	20	A	-1
39	1	20	B	-1
