SSM_index	CNA_index
0	10
1	10
2	10
3	3
3	5
4	3
4	5
5	15
7	1
8	1
9	19
10	19
11	19
12	19
13	19
14	4
14	11
14	16
15	4
15	11
15	16
16	13
16	17
17	13
17	17
18	13
18	17
19	13
19	17
20	13
20	17
21	7
22	7
23	14
24	14
25	6
26	6
27	6
28	18
29	2
29	9
30	2
30	9
34	10
36	3
36	5
37	4
37	11
37	16
38	4
38	11
38	16
43	13
43	17
44	13
44	17
45	13
45	17
46	7
47	6
48	2
48	9
52	8
53	8
54	12
55	9
57	10
59	15
60	4
60	11
60	16
61	7
62	6
63	6
64	6
66	7
69	3
69	5
71	19
72	19
73	4
73	11
73	16
74	13
74	17
77	19
78	19
79	19
80	13
81	7
82	7
83	14
84	9
88	3
88	5
89	4
89	11
90	12
91	12
92	12
93	13
94	9
96	9
127	19
128	11
129	10
133	13
134	13
135	13
136	14
137	14
141	19
142	14
144	19
185	19
