CNA_index	seg_index	subclone_ID	phase	change
0	7	1	A	-1
1	26	1	A	3
2	29	1	A	-1
3	31	1	A	-1
4	35	1	A	-1
5	3	2	A	-1
6	39	2	A	-1
7	32	2	B	-1
8	25	3	A	2
9	32	3	A	1
10	29	3	B	-1
11	36	4	A	1
12	7	4	B	2
13	25	5	A	1
14	21	6	A	-1
15	23	6	B	1
16	10	7	A	-1
17	4	8	A	1
18	36	8	A	1
19	32	8	B	-1
20	0	9	A	1
21	2	9	A	-1
22	14	9	A	-1
23	1	10	A	1
24	6	10	A	1
25	8	10	B	-1
26	14	11	A	-1
27	13	12	A	-1
28	16	12	A	1
29	11	12	B	-1
30	0	13	A	1
31	27	13	A	-1
32	30	13	B	2
33	31	13	B	1
34	8	18	A	1
35	14	18	A	-1
36	34	18	A	-1
37	5	20	A	-1
38	23	20	A	-1
39	33	20	A	-1
