CNA_index	seg_index	subclone_ID	phase	change
0	9	1	A	-1
1	0	2	A	-1
2	32	3	A	2
3	2	6	A	1
4	15	6	B	-1
5	13	7	A	1
6	17	7	A	1
7	20	8	A	1
8	34	8	A	-1
9	5	9	A	-1
10	6	10	A	1
11	12	11	A	2
12	37	11	A	-1
13	30	11	B	-1
14	13	12	B	1
15	17	13	A	1
16	24	13	A	-1
17	33	13	A	-1
18	35	13	A	-1
19	22	13	B	-1
20	8	14	A	1
21	17	14	A	1
22	20	14	A	1
23	23	14	A	1
24	32	14	A	1
25	5	15	A	-1
26	12	15	A	2
27	28	15	A	1
28	34	15	A	-1
29	24	15	B	1
30	22	16	A	-1
31	24	16	A	-1
32	31	16	A	1
33	18	19	A	1
34	27	19	A	-1
35	32	19	A	1
36	38	19	A	1
37	2	19	B	-1
38	6	19	B	1
39	27	20	B	-1
