CNA_index	seg_index	subclone_ID	phase	change
0	0	1	A	-1
1	4	2	A	3
2	5	2	A	-1
3	0	2	B	-1
4	6	2	B	-1
5	6	3	A	1
6	1	4	A	-1
7	10	5	B	-1
8	11	5	B	-1
9	0	6	B	-1
10	13	6	B	2
11	3	7	A	-1
12	5	8	B	-1
13	16	9	B	-1
14	7	10	A	1
15	5	11	A	-1
16	19	11	A	-1
17	3	12	A	-1
18	7	12	A	1
19	4	13	A	1
20	18	13	A	2
21	18	14	B	1
22	4	15	A	1
23	1	15	B	1
24	8	16	A	1
25	12	16	A	1
26	13	16	A	-1
27	3	16	B	-1
28	7	16	B	1
29	3	17	A	-1
30	5	17	A	-1
31	9	17	A	1
32	5	17	B	-1
33	17	18	A	3
34	8	18	B	1
35	9	18	B	1
36	14	18	B	-1
37	9	19	A	1
38	0	19	B	-1
39	13	20	B	1
