SSM_index	seg_index	subclone_ID
0	0	1
1	0	1
2	0	1
3	1	1
4	4	1
5	4	1
6	4	1
7	5	1
8	5	1
9	8	1
10	11	1
11	15	1
12	18	1
13	20	1
14	20	1
15	21	1
16	22	1
17	23	1
18	25	1
19	29	1
20	31	1
21	31	1
22	32	1
23	32	1
24	34	1
25	37	1
26	37	1
27	38	1
28	2	1
29	9	1
30	9	1
31	11	1
32	11	1
33	12	1
34	12	1
35	18	1
36	19	1
37	20	1
38	29	1
39	31	1
40	39	1
41	39	1
42	20	2
43	36	2
44	8	3
45	20	3
46	28	3
47	4	4
48	4	4
49	5	4
50	32	4
51	34	4
52	1	4
53	26	4
54	27	4
55	0	5
56	0	5
57	1	5
58	1	5
59	1	5
60	2	5
61	2	5
62	4	5
63	4	5
64	5	5
65	6	5
66	7	5
67	7	5
68	7	5
69	8	5
70	9	5
71	12	5
72	12	5
73	13	5
74	13	5
75	14	5
76	15	5
77	16	5
78	16	5
79	19	5
80	23	5
81	23	5
82	24	5
83	24	5
84	27	5
85	28	5
86	29	5
87	30	5
88	30	5
89	34	5
90	36	5
91	36	5
92	36	5
93	36	5
94	37	5
95	39	5
96	39	5
97	39	5
98	39	5
99	39	5
100	1	5
101	12	5
102	13	5
103	15	5
104	15	5
105	17	5
106	25	5
107	29	5
108	36	5
109	20	6
110	23	6
111	4	7
112	28	7
113	30	7
114	31	7
115	31	7
116	37	7
117	14	7
118	8	8
119	2	9
120	18	9
121	23	9
122	26	9
123	34	9
124	18	9
125	12	10
126	18	10
127	19	10
128	21	10
129	22	10
130	28	10
131	2	10
132	22	10
133	33	10
134	36	10
135	2	11
136	5	11
137	12	11
138	15	11
139	16	11
140	16	11
141	16	11
142	18	11
143	19	11
144	29	11
145	31	11
146	31	11
147	31	11
148	12	11
149	16	11
150	22	11
151	36	11
152	11	12
153	20	12
154	22	12
155	36	12
156	38	12
157	6	13
158	7	13
159	13	13
160	19	13
161	9	13
162	10	13
163	15	13
164	28	14
165	1	15
166	17	15
167	35	15
168	1	16
169	4	16
170	4	16
171	4	16
172	6	16
173	9	16
174	20	16
175	28	16
176	30	16
177	4	17
178	20	17
179	20	17
180	0	18
181	0	18
182	2	18
183	4	18
184	18	18
185	18	18
186	19	18
187	21	18
188	32	18
189	35	18
190	4	18
191	11	18
192	36	18
193	4	19
194	4	19
195	18	19
196	34	19
197	12	19
198	28	20
199	35	20
