CNA_index	seg_index	subclone_ID	phase	change
0	7	1	B	1
1	18	1	B	1
2	20	1	B	1
3	16	2	A	-1
4	13	3	A	1
5	26	3	B	2
6	27	5	A	-1
7	7	5	B	1
8	14	6	A	-1
9	6	6	B	-1
10	21	6	B	-1
11	21	7	B	-1
12	28	7	B	3
13	18	8	B	1
14	19	8	B	2
15	24	8	B	1
16	25	8	B	2
17	32	8	B	3
18	38	8	B	-1
19	18	9	B	1
20	33	9	B	1
21	3	10	B	1
22	24	11	A	1
23	0	12	B	1
24	26	12	B	1
25	12	15	A	-1
26	22	17	A	-1
27	9	17	B	1
28	17	17	B	1
29	8	18	A	-1
30	29	18	B	-1
31	2	19	A	-1
32	6	19	A	-1
33	13	19	A	1
34	18	19	A	-1
35	5	19	B	1
36	10	19	B	1
37	12	19	B	-1
38	19	19	B	1
39	37	20	B	2
