SSM_index	CNA_index
0	16
4	13
7	8
7	14
8	11
9	11
10	4
13	16
14	9
15	10
18	14
19	14
20	11
31	26
31	30
31	34
33	22
33	32
34	20
35	20
36	21
36	24
38	27
39	25
40	36
41	36
42	39
43	26
43	30
43	34
44	23
45	31
46	31
47	22
47	32
48	22
48	32
50	33
51	28
51	35
54	27
56	38
57	25
58	25
59	36
60	26
60	30
60	34
61	26
61	30
61	34
62	23
63	31
64	31
65	31
66	31
67	31
68	31
69	31
70	22
70	32
71	22
71	32
72	22
72	32
73	32
78	37
79	37
80	24
81	24
86	33
87	33
88	33
89	33
90	33
91	39
92	31
94	37
95	39
96	26
96	30
96	34
97	31
99	36
100	32
103	29
105	27
108	38
110	31
111	31
112	31
113	32
117	37
118	28
118	35
119	29
120	30
120	34
121	31
122	32
126	33
147	36
148	31
149	31
153	32
156	37
165	39
166	39
179	37
