CNA_index	seg_index	subclone_ID	phase	change
0	12	1	A	-1
1	15	1	A	1
2	25	1	A	-1
3	31	1	A	-1
4	12	1	B	-1
5	28	1	B	1
6	34	1	B	-1
7	36	3	A	-1
8	0	4	A	-1
9	2	4	A	-1
10	14	4	A	-1
11	27	4	A	-1
12	33	4	A	-1
13	39	4	A	-1
14	28	4	B	1
15	3	6	A	-1
16	15	7	B	1
17	37	7	B	-1
18	20	8	A	-1
19	29	8	A	-1
20	10	8	B	2
21	13	9	B	-1
22	15	9	B	1
23	6	10	B	-1
24	36	11	A	-1
25	26	11	B	-1
26	8	12	A	-1
27	26	12	B	-1
28	5	13	A	-1
29	23	13	A	-1
30	33	15	A	-1
31	26	16	A	-1
32	36	16	A	-1
33	5	16	B	-1
34	38	16	B	-1
35	27	17	A	-1
36	14	17	B	1
37	38	18	A	-1
38	18	20	A	1
39	22	20	A	-1
