SSM_index	CNA_index
0	27
0	34
1	27
1	34
2	27
2	34
3	35
4	29
8	39
9	36
13	5
14	5
15	13
19	25
19	28
20	25
20	28
21	25
21	28
24	14
31	8
32	19
33	19
34	20
35	20
38	2
41	14
42	3
42	7
42	18
45	8
46	8
47	16
51	4
55	5
57	17
58	14
60	20
64	22
65	18
66	18
67	18
75	20
76	20
77	20
78	20
79	20
89	13
90	32
96	22
97	18
118	25
139	27
139	34
140	27
140	34
141	34
142	27
142	34
144	35
145	38
146	29
148	30
149	36
150	36
159	31
160	31
167	29
170	33
170	37
171	33
171	37
174	34
176	35
177	35
178	38
179	38
183	30
186	30
187	39
