CNA_index	seg_index	subclone_ID	phase	change
0	2	1	B	1
1	31	1	B	-1
2	2	2	B	1
3	12	2	B	1
4	18	3	A	-1
5	28	3	A	-1
6	2	4	A	1
7	34	4	A	1
8	4	4	B	-1
9	20	6	B	1
10	25	6	B	2
11	39	7	A	-1
12	18	7	B	-1
13	2	8	A	1
14	0	10	A	2
15	3	10	A	1
16	7	10	A	-1
17	31	10	A	1
18	38	10	A	1
19	29	10	B	1
20	3	11	A	2
21	31	11	A	1
22	11	11	B	-1
23	17	11	B	2
24	29	11	B	1
25	3	12	A	1
26	22	13	A	1
27	28	13	A	-1
28	31	13	A	1
29	36	13	B	-1
30	5	14	A	1
31	13	14	A	-1
32	29	14	A	2
33	14	16	B	1
34	11	17	A	-1
35	20	17	B	1
36	38	18	B	1
37	3	19	A	1
38	34	20	A	1
39	22	20	B	1
