SSM_index	CNA_index
0	9
0	19
1	13
1	33
2	13
2	33
3	5
3	11
3	14
3	20
3	34
4	3
4	12
4	21
4	28
4	35
5	15
5	17
5	37
6	18
6	27
7	4
7	6
8	24
8	38
9	39
10	39
11	18
11	27
12	8
12	16
13	10
13	25
14	10
14	25
15	10
15	25
16	3
16	12
16	21
17	22
18	18
18	27
20	7
21	10
22	10
23	3
23	12
25	8
26	8
27	9
28	9
29	9
41	5
41	11
42	12
43	12
44	12
45	12
46	12
47	12
48	12
68	7
80	11
87	19
88	13
89	25
90	25
91	21
92	22
93	23
94	26
95	18
95	27
98	14
98	20
99	21
100	18
100	27
101	20
102	19
104	25
105	25
106	25
107	20
108	20
109	21
110	21
111	22
112	26
113	27
114	27
115	27
120	25
121	25
123	21
137	27
139	33
140	33
141	36
142	29
143	33
151	33
152	33
153	33
154	34
155	35
156	35
157	35
158	36
159	36
160	37
166	35
167	36
168	37
170	39
182	35
183	35
184	35
188	37
