CNA_index	seg_index	subclone_ID	phase	change
0	22	1	A	-1
1	25	1	A	1
2	31	1	A	-1
3	36	1	A	-1
4	8	1	B	1
5	30	2	A	-1
6	22	2	B	1
7	25	2	B	-1
8	10	3	A	1
9	31	4	A	-1
10	6	5	A	1
11	8	6	A	3
12	5	7	A	-1
13	6	7	A	1
14	32	7	A	-1
15	19	7	B	-1
16	2	9	A	-1
17	36	9	A	-1
18	2	9	B	1
19	18	9	B	-1
20	20	11	B	-1
21	9	12	B	-1
22	12	13	A	-1
23	14	13	B	-1
24	2	14	A	-1
25	28	14	B	1
26	16	15	A	-1
27	20	15	A	2
28	32	15	A	-1
29	23	15	B	-1
30	32	15	B	-1
31	15	16	A	-1
32	23	16	A	-1
33	11	17	A	2
34	25	17	A	1
35	39	17	A	-1
36	9	17	B	-1
37	7	19	A	1
38	26	20	A	-1
39	39	20	B	-1
