CNA_index	seg_index	subclone_ID	phase	change
0	2	1	B	-1
1	8	3	B	1
2	9	3	B	-1
3	0	4	A	2
4	7	4	A	-1
5	0	4	B	2
6	8	6	A	-1
7	5	6	B	-1
8	0	7	A	1
9	3	7	A	-1
10	4	7	A	-1
11	5	7	A	-1
12	0	7	B	1
13	7	7	B	-1
14	9	8	A	-1
15	1	8	B	-1
16	4	8	B	-1
17	3	9	B	-1
18	6	9	B	-1
19	0	10	B	1
20	2	11	A	1
21	7	11	B	-1
22	0	13	A	1
23	2	13	A	1
24	6	13	A	-1
25	0	13	B	1
26	5	14	A	-1
27	8	14	A	-1
28	4	14	B	-1
29	8	15	B	1
30	0	16	A	1
31	7	16	A	-1
32	5	16	B	-1
33	0	17	A	1
34	6	17	B	-1
35	5	18	A	-1
36	0	19	A	1
37	2	19	A	2
38	9	20	A	-1
39	4	20	B	-1
