CNA_index	seg_index	subclone_ID	phase	change
0	9	1	A	1
1	2	2	A	1
2	8	2	A	-1
3	8	2	B	-1
4	2	3	A	1
5	2	6	A	1
6	5	6	A	1
7	7	6	A	-1
8	8	6	A	-1
9	1	7	A	-1
10	3	7	A	1
11	6	7	A	1
12	5	7	B	-1
13	8	7	B	-1
14	2	8	B	1
15	1	9	A	-1
16	2	9	A	1
17	4	9	A	-1
18	1	9	B	1
19	1	10	B	2
20	4	11	A	-1
21	9	11	B	1
22	6	13	A	1
23	9	13	B	1
24	2	15	A	1
25	8	15	A	-1
26	1	15	B	1
27	4	15	B	-1
28	9	15	B	1
29	1	16	A	-1
30	8	16	B	-1
31	1	17	B	1
32	3	17	B	-1
33	3	18	A	2
34	0	18	B	-1
35	2	18	B	1
36	2	19	A	1
37	9	20	A	1
38	5	20	B	-1
39	9	20	B	1
