SSM_index	CNA_index
0	14
0	31
0	37
1	7
1	22
2	16
3	16
4	3
5	1
5	12
5	23
6	24
6	33
7	5
7	18
8	5
8	18
9	5
9	18
10	15
11	15
12	10
12	21
12	29
12	32
13	27
13	39
15	16
16	16
19	11
19	19
20	11
20	19
21	11
21	19
22	11
22	19
23	20
23	38
24	9
25	12
25	23
26	12
26	23
27	24
27	33
28	24
28	33
29	24
29	33
30	5
30	18
31	5
31	18
32	5
32	18
33	5
33	18
34	5
34	18
35	5
35	18
36	5
36	18
37	5
37	18
38	5
38	18
39	5
39	18
40	5
40	18
41	5
41	18
42	5
42	18
43	25
43	36
44	25
44	36
45	13
45	26
45	34
46	13
46	26
46	34
47	13
47	26
47	34
48	13
48	26
48	34
49	15
50	15
51	15
52	15
53	17
54	17
55	10
55	21
55	32
56	10
56	21
56	32
57	10
57	21
57	32
58	10
58	21
58	32
59	10
59	21
59	32
60	10
60	21
60	32
61	14
61	37
62	27
62	39
63	27
63	39
64	27
64	39
65	27
65	39
66	27
66	39
67	27
67	39
68	27
68	39
72	18
73	18
74	14
74	37
75	7
75	22
76	20
76	38
77	18
78	18
79	14
79	37
80	24
82	11
83	11
91	13
95	14
96	14
107	24
108	18
109	18
110	25
111	27
112	27
113	18
116	24
117	24
118	24
120	25
121	25
122	26
124	27
137	31
159	33
160	33
163	37
164	39
167	36
186	39
187	39
