SSM_index	CNA_index
1	8
1	21
1	37
3	9
4	9
5	6
6	6
7	6
10	3
10	28
12	8
12	21
12	37
16	19
16	39
18	32
19	30
22	19
22	39
25	32
54	23
56	33
57	33
58	33
59	19
59	39
60	30
67	16
67	38
69	31
70	25
71	39
72	19
72	39
73	27
74	27
77	32
78	32
79	32
81	37
83	39
84	39
86	32
89	31
91	29
107	35
108	37
109	37
110	37
114	38
116	29
117	29
118	39
120	32
124	35
125	37
137	38
140	31
141	31
142	31
145	39
148	32
149	32
150	32
156	38
158	32
161	35
162	37
164	31
166	39
167	39
170	32
171	32
176	35
179	38
185	37
186	37
191	38
192	36
195	39
