CNA_index	seg_index	subclone_ID	phase	change
0	3	1	A	1
1	8	1	A	1
2	18	1	A	-1
3	25	1	A	1
4	1	1	B	-1
5	18	1	B	1
6	36	1	B	-1
7	11	2	B	1
8	20	2	B	-1
9	35	2	B	-1
10	16	3	B	-1
11	4	5	A	-1
12	32	5	A	1
13	34	5	A	1
14	39	5	A	-1
15	19	5	B	2
16	24	5	B	1
17	7	6	B	1
18	20	6	B	-1
19	25	6	B	-1
20	9	7	A	-1
21	13	7	A	-1
22	20	7	A	3
23	11	7	B	1
24	20	10	A	1
25	6	11	B	-1
26	19	12	A	1
27	37	13	A	1
28	21	13	B	-1
29	28	13	B	1
30	34	13	B	-1
31	37	14	B	3
32	38	15	A	-1
33	37	16	B	1
34	34	17	B	-1
35	10	18	B	1
36	30	18	B	1
37	38	19	A	-1
38	37	20	A	1
39	9	20	B	1
