CNA_index	seg_index	subclone_ID	phase	change
0	16	2	A	-1
1	19	3	A	-1
2	26	3	A	1
3	26	6	A	1
4	27	6	B	-1
5	3	7	A	1
6	23	7	A	1
7	27	7	A	-1
8	1	7	B	-1
9	3	7	B	-1
10	28	7	B	1
11	21	10	B	-1
12	32	11	A	-1
13	14	13	A	-1
14	18	14	A	-1
15	25	14	A	2
16	27	14	A	-1
17	37	14	A	1
18	16	14	B	-1
19	20	14	B	1
20	22	14	B	-1
21	36	14	B	2
22	26	15	A	1
23	28	15	A	-1
24	35	15	A	-1
25	4	15	B	-1
26	37	16	B	-1
27	39	16	B	-1
28	7	18	A	1
29	15	18	A	-1
30	32	18	A	-1
31	8	18	B	3
32	12	18	B	-1
33	26	19	A	1
34	18	19	B	-1
35	4	20	A	-1
36	15	20	A	-1
37	28	20	A	-1
38	31	20	A	-1
39	33	20	B	-1
